date,doc_number,title,synopsis,type,action,theme,neighborhood,url,Morillo,Avalos,Ryan,Pirtle-Guiney,Zimmerman,Dunphy,Smith,Green,Clark,Kanal,Novick,Koyama Lane
2026-03-11,2026-074,​​Declare the City of Portland will defend the rights of transgender people and all of the LGBTQIA2S+ community​,Declares that the City will defend the rights of transgender people and the wider LGBTQIA2S+ community.,Resolution,Adopted as amended,Civil Rights & Equity,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/11,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-03-11,2026-022,Amend the Portland Clean Energy Community Benefit Fund Climate Investment Plan​,Amends the Portland Clean Energy Community Benefits Fund's Climate Investment Plan.,Ordinance,Passed as amended,Environment & Energy; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/11,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea
2026-03-11,2026-082,​​Approve the Cully Tax Increment Financing District Five-Year Action Plan,Approves the five-year action plan for the Cully Tax Increment Financing District.,Resolution,Adopted,Housing; Economic Development,Concordia; Cully; Roseway,https://www.portland.gov/council/agenda/2026/3/11,Yea,Yea,Yea,Yea,Absent,Nay,Yea,Yea,Yea,Yea,Yea,Yea
2026-03-04,2026-052,"Authorize Bureau of Transportation to acquire certain permanent and temporary property rights necessary for construction of the NE MLK Blvd Safety and Access to Transit Project, through the exercise of the City’s eminent domain authority",Authorizes the Bureau of Transportation to use eminent domain to acquire property rights for the NE MLK Blvd Safety and Access to Transit Project.,Ordinance,Passed as amended,Transportation,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent
2026-03-04,2026-053,"Amend the FY 2025–26 Appropriation Schedule to reallocate $150,000 from the Legal Priorities Reserve Fund to support refugee and immigration legal services","Moves $150,000 from the Legal Priorities Reserve Fund to refugee and immigration legal services.",Ordinance,Passed,Civil Rights & Equity; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-03-04,2026-080,Accept the Supporting Portland’s Storefronts Report to establish a Storefront Support Program,Accepts the Supporting Portland's Storefronts report and sets up a Storefront Support Program.,Report,Accepted,Economic Development,Not specified in agenda,https://www.portland.gov/council/agenda/2026/3/4,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea
2026-02-25,2026-037,​​Adopt the Affordable Housing Opportunities Project amendments to the Comprehensive Plan Map and the Official Zoning Map,Adopts the Affordable Housing Opportunities Project's changes to the Comprehensive Plan Map and zoning map.,Ordinance,Passed,Housing; Land Use & Planning,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-25,2026-071,Amend Council Committee Code to allow for the creation of a Council Committee of the Whole (amend Code Section 3.02.050),Changes the Council Committee code to allow a Council Committee of the Whole.,Ordinance,Passed as amended,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Yea,Yea,Absent,Yea,Absent,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-02-26,2026-094,Commemorate the life of George Floyd and reaffirm the commitment to racial justice of the City of Portland,Commemorates George Floyd and reaffirms the City's commitment to racial justice.,Resolution,Adopted,Civil Rights & Equity,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/25,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Absent,Yea
2026-02-18,2026-016,Authorize submission of a minor boundary change request to the State of Oregon to amend the Portland Enterprise Zone boundary,Asks the State of Oregon for a minor change to the boundary of the Portland Enterprise Zone.,Resolution,Adopted,Economic Development; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-19,2026-048,Declare bridge between SE 17th Ave and SE 26th Ave to be named Brooklyn Bridge and direct the City Administrator to authorize update of signage as appropriate,Names the bridge between SE 17th and SE 26th avenues the Brooklyn Bridge and directs updated signage.,Resolution,Adopted,Transportation,Brooklyn,https://www.portland.gov/council/agenda/2026/2/18,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-19,2026-072,Establish new City Council committees,Creates new City Council committees.,Resolution,Adopted as amended,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/18,Absent,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea
2026-02-11,2025-475,Add Nondiscrimination Requirements for Single-Occupant Restrooms in Places of Public Accommodation Code to establish equal restroom access by requiring gender neutral signage (add Code Section 23.01.071),"Requires single-occupant restrooms in places open to the public to have gender-neutral signage, so everyone has equal access.",Ordinance,Passed as amended,Civil Rights & Equity; Business Regulation,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2026-02-11,2025-471,"Add Appointed Boards, Commissions and Committees Code (add Code Chapter 3.40)","Adds a City code chapter governing the City's appointed boards, commissions and committees.",Ordinance,Passed as amended,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2026-02-12,2026-069,Appoint members to the Community Board for Police Accountability,Appoints members to the Community Board for Police Accountability.,Resolution,Adopted as amended,Public Safety; Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea
2026-02-12,2026-042,Require Deputy City Administrator for Public Safety to provide a report on police officer recruitment goals and costs,Requires the Deputy City Administrator for Public Safety to report on police officer recruitment goals and their costs.,Resolution,Adopted as amended,Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/11,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay
2026-02-04,2026-007,Amend Renaming City Streets Code to realign with Oregon Revised Statute 227.120 by redelegating decision-making authority to City Council to approve or deny street renaming proposals (amend Code Chapter 17.93),"Gives City Council, rather than staff, the power to approve or deny street renaming proposals, matching state law.",Ordinance,Passed,Transportation; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-04,2026-011,​​Amend Portland Clean Energy Community Benefits Code to allow a transfer of interest earned in FY 2023-24 for the FY 2025-26 budget (amend Code Section 7.07.060)​,Changes the Portland Clean Energy Fund code so interest earned in FY 2023-24 can be used in the FY 2025-26 budget.,Ordinance,Passed,Budget & Taxes; Environment & Energy,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-04,2026-008,Exempt certain code requirements under City Code Chapter 17.93 Renaming City Streets for the proposed renaming of a portion of SW Jackson Street to SW Rose Hill Street,Makes exceptions to the street-renaming rules for a proposal to rename part of SW Jackson Street to SW Rose Hill Street.,Ordinance,Passed,Transportation,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-04,2026-046,Require City Administrator to release public records in reference to unspent surplus funds and schedule an oversight hearing,Requires the City Administrator to release public records about unspent surplus funds and schedules an oversight hearing.,Resolution,Adopted as amended,Government Transparency; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea
2026-02-05,2025-480,Add Code to establish a City Data and Privacy Office (add Code Chapter 3.39),Creates a City Data and Privacy Office in City code.,Ordinance,Passed as amended,Government Transparency; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-02-05,2025-481,"Direct the City Administrator to establish a City Data and Privacy Office to advance privacy protections, steward data assets, and minimize risks from data brokers, uncontrolled sharing of personal information, and secondary data use","Directs the City Administrator to set up a City Data and Privacy Office to strengthen privacy protections, manage City data, and reduce risks from data brokers and uncontrolled sharing of personal information.",Resolution,Adopted as amended,Government Transparency; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/2/4,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-01-29,2026-045,Transmit report to the City on Portland Police Bureau Officer-Involved Shootings and Critical Incidents by the OIR Group,Receives the OIR Group's report on Portland Police Bureau officer-involved shootings and critical incidents.,Report,Accepted,Public Safety; Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2026/1/28,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-01-14,2026-027,"Pay settlement of Eric Heard employment discrimination lawsuit in the sum of $75,000 involving Portland Fire & Rescue","Pays $75,000 to settle an employment discrimination lawsuit involving Portland Fire & Rescue.",Emergency ordinance,Passed,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/1/14,Yea,Yea,Yea,Yea,Nay,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2026-01-14,2026-028,"Pay Settlement of Stellar J Corporation Contract Claims in the Amount of $650,000","Pays $650,000 to settle Stellar J Corporation's contract claims against the City.",Emergency ordinance,Passed,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/1/14,Yea,Yea,Yea,Yea,Nay,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2026-01-14,2026-002,Approve Plan of Action as required by the Oregon Secretary of State to finding by outside auditors of material weaknesses in the FY 2024-25 Annual Comprehensive Financial Report,Approves the plan of action required by the Oregon Secretary of State after outside auditors found material weaknesses in the City's FY 2024-25 annual financial report.,Resolution,Adopted,Government Transparency; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2026/1/14,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2026-01-14,2025-493,"Establish a Portland City Council Governance Handbook to collect policies, procedures, and current practices to support City operations and improve transparency","Creates a Portland City Council Governance Handbook collecting Council's policies, procedures and practices, to support City operations and transparency.",Resolution,Adopted as amended,Government Transparency; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2026/1/14,Absent,Yea,Yea,Yea,Absent,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2025-12-17,2025-499,Adopt Homelessness Response System Action Plan and Key Performance Indicators,Adopts the Homelessness Response System Action Plan and the measures used to track its performance.,Resolution,Adopted,Homelessness,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/17,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea
2025-12-17,2025-500,Adopt the 2026 State and Federal Legislative Agendas,Adopts the City's 2026 state and federal legislative agendas.,Resolution,Adopted,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/17,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-12-18,2025-465,Request the City Budget Office provide balanced program offer information for Portland Parks & Recreation as pilot project for FY 2026-27 budget,"Asks the City Budget Office to present Portland Parks & Recreation's FY 2026-27 budget as balanced program offers, as a pilot.",Resolution,Adopted as amended,Budget & Taxes; Parks & Recreation,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/17,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea
2025-12-18,2025-441,Adopt procedure for annual Council strategic priority setting,Sets a procedure for Council to set its strategic priorities each year.,Resolution,Adopted as amended,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/17,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea
2025-12-10,2025-485,Appoint Raymond C. Lee III as City Administrator,"Appoints Raymond C. Lee III as City Administrator, the City's top appointed executive.",Resolution,Adopted,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/10,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent
2025-12-10,2025-486,"Certify abstract of votes cast and proclaim Measure 26-260 approved at the Municipal Nonpartisan Special Election held on November 4, 2025","Certifies the vote count and declares Measure 26-260 approved in the Nov. 4, 2025 special election.",Report,Accepted,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/10,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent
2025-12-10,2025-489,"Ratify a successor collective bargaining agreement with American Federation of State, County, Municipal Employees, Local 189, for represented employees within the Office of Independent Police Review for the terms and conditions of employment of represented employees in the Independent Police Review bargaining unit",Ratifies a new labor contract with AFSCME Local 189 for represented employees in the Office of Independent Police Review.,Emergency ordinance,Passed,Government Operations; Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/10,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Absent
2025-12-10,2025-446,Require City Administrator to prepare a report with recommendations to reform the City design review process,Requires the City Administrator to report with recommendations for reforming the City's design review process.,Resolution,Adopted,Land Use & Planning,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/10,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent
2025-12-03,2025-433,Amend Protests and Appeals and Revenue Division Appeals Board Code (amend Code Sections 7.02.290 and 7.02.295),Updates the code on tax protests and appeals and on the Revenue Division Appeals Board.,Ordinance,Passed,Budget & Taxes; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/3,Yea,Yea,Yea,Yea,Absent,Absent,Yea,Yea,Yea,Yea,Yea,Yea
2025-12-03,2025-434,"Amend Special Taxes Code to conform to Oregon Revised Statute 314.835 (amend Code Sections 6.04.130, 6.05.070, 6.09.040, and add Code Section 6.04.135)",Updates the City's special taxes code to conform with state law (ORS 314.835).,Ordinance,Passed,Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/3,Yea,Yea,Yea,Yea,Absent,Absent,Yea,Yea,Yea,Yea,Yea,Yea
2025-12-03,2025-435,Amend Lloyd Business District Fee Code to correct inadvertent change (amend Code Sections 6.06.260 and 6.06.270),Corrects an unintended change to the Lloyd Business District fee code.,Ordinance,Passed,Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/3,Yea,Yea,Yea,Yea,Absent,Absent,Yea,Yea,Yea,Yea,Yea,Yea
2025-12-03,2025-429,Add Detention Facility Impact Fee Code to ensure fair cost sharing in high-impact land uses and to reduce burden on Portland taxpayers (add Code Chapter 5.80),Creates a Detention Facility Impact Fee so high-impact land uses such as detention facilities share more of their public costs.,Ordinance,Passed as amended,Budget & Taxes; Land Use & Planning,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/3,Yea,Yea,Nay,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Nay,Yea
2025-12-03,2025-432,Amend Business License Law Code to allow sharing select business license tax information with the Bureau of Environmental Services (amend Code Section 7.02.240),Allows the City to share selected business license tax information with the Bureau of Environmental Services.,Ordinance,Passed,Budget & Taxes; Utilities,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/3,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-12-03,2025-430,"Declare City property located at 1436 SE Spokane St, known as the Sellwood Community Center, as surplus property and authorize City Administrator to dispose of the property by sale to Friends of Sellwood Community House​",Declares the Sellwood Community Center (1436 SE Spokane St) surplus and authorizes its sale to Friends of Sellwood Community House.,Ordinance,Passed,Parks & Recreation,Sellwood-Moreland,https://www.portland.gov/council/agenda/2025/12/3,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Absent
2025-12-03,2025-436,Adopt City of Portland Investment Policy,Adopts the City of Portland's investment policy.,Resolution,Adopted as amended,Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2025/12/3,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Absent,Yea,Yea,Yea
2025-11-19,2025-045,Amend Affordable Housing Code to add prohibition of anti-competitive rental practices including the sale and use of algorithmic devices (add Code Section 30.01.088),"Bans anti-competitive rental practices, including selling or using algorithmic rent-setting software.",Ordinance,Passed as amended,Housing; Business Regulation,Not specified in agenda,https://www.portland.gov/council/agenda/2025/11/19,Yea,Yea,Nay,Yea,Absent,Yea,Yea,Yea,Nay,Yea,Absent,Yea
2025-11-20,2025-403,Adopt the FY 2025-26 Fall Supplemental Budget and make other budget related changes,Adopts the FY 2025-26 fall supplemental budget and other budget changes.,Ordinance,Passed,Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2025/11/19,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
2025-11-12,2025-404,Authorize revenue bonds in an amount sufficient to provide not more than $41 million to finance City fleet maintenance facility improvements and related costs,Authorizes up to $41 million in revenue bonds for improvements to the City's fleet maintenance facilities.,Ordinance,Passed,Budget & Taxes; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2025/11/12-0,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea
2025-11-12,2025-405,Authorize the City to acquire certain permanent and temporary property rights necessary for construction of the 3260 SW Upper Drive north to 3139 SW Upper Drive project through negotiation or exercise of the City's eminent domain authority,"Authorizes the Water Bureau to acquire property rights, by negotiation or eminent domain, for a project along SW Upper Drive.",Ordinance,Passed,Utilities,Southwest Hills,https://www.portland.gov/council/agenda/2025/11/12-0,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea
2025-10-29,2025-419,"Authorize City Attorney to settle lawsuit related to construction of the Streetcar approach ramp located near SE 2nd Ave and accept lump sum payment in the amount of $7,500,000","Settles the City's lawsuit over construction of the Streetcar approach ramp near SE 2nd Ave, with the City receiving a $7.5 million lump-sum payment.",Emergency ordinance,Passed,Transportation; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/29,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Absent
2025-10-29,2025-420,Authorize Council to continue operating under the current City Code Chapter 3.02,Lets Council keep operating under the current version of its procedures code (City Code Chapter 3.02).,Resolution,Adopted,Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/29,Nay,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Absent
2025-10-30,2025-377,Initiate two disparity studies on City contracting and workforce participation,Starts two disparity studies on City contracting and on workforce participation.,Resolution,Adopted as amended,Civil Rights & Equity; Economic Development,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/29,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea
2025-10-22,2025-417,"Pay settlement of Adam Gregg lawsuit in the sum of $300,000 involving the Portland Police Bureau","Pays $300,000 to settle a lawsuit involving the Portland Police Bureau.",Emergency ordinance,Passed,Public Safety; Government Operations,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/22,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-10-22,2025-374,"Amend City Code to adopt State of Oregon Building Codes by reference (amend Code Title 24 and Sections 25.01.020, 26.01.030, and 27.01.030)",Updates City code to adopt the State of Oregon's building codes by reference.,Ordinance,Passed as amended,Land Use & Planning,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/22,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-10-22,2025-351,"Adopt the Portland Urban Forest Plan to improve public health, build resilience to climate change, and promote environmental justice","Adopts the Portland Urban Forest Plan, aimed at public health, climate resilience and environmental justice.",Resolution,Adopted as amended,Environment & Energy; Parks & Recreation,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/22,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea
2025-10-15,2025-401,"Denounce any attempts to deploy the United States Armed Forces, the National Guard, or militarized Federal Immigration Enforcement in Portland and establish the Protect Portland Initiative","Denounces any deployment of the U.S. military, National Guard or militarized federal immigration enforcement in Portland, and creates the Protect Portland Initiative.",Resolution,Adopted as amended,Civil Rights & Equity; Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/15,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-10-15,2025-402,Add Code to enact Sanctuary City status protections (add Code Chapter 23.20),Writes Sanctuary City protections into City code.,Emergency ordinance,Passed as amended,Civil Rights & Equity,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/15,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-10-08,2025-366,"Authorize the Bureau of Transportation to acquire certain temporary rights necessary for construction of NE 122nd Ave, Safety and Access: Beech St-Wasco St Project, through the exercise of the City’s eminent domain authority",Authorizes the Bureau of Transportation to use eminent domain for temporary rights needed for the NE 122nd Ave Safety and Access project between Beech and Wasco streets.,Ordinance,Passed,Transportation,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/8,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent
2025-10-08,2025-251,Vacate a portion of an unnamed road near the intersection of NE 33rd Dr and NE Marine Dr subject to certain conditions and reservations (VAC-10133),"Vacates part of an unnamed road near NE 33rd Dr and NE Marine Dr, with conditions.",Ordinance,Passed,Transportation; Land Use & Planning,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/8,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent
2025-10-08,2025-362,Authorize exception to Title 17 Underground Wiring Districts Code to allow for the placement of decorative lighting across Portland Bureau of Transportation designated pedestrian plazas and the Skidmore/Old Town Historic District and the New Chinatown/Japantown Historic District (allow exception to Code Section 17.60.020),Makes an exception to underground wiring rules to allow decorative lighting across pedestrian plazas and the Skidmore/Old Town and New Chinatown/Japantown historic districts.,Ordinance,Passed,Transportation; Arts & Culture,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/8,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent
2025-10-08,2025-363,Amend transportation fee schedule for FY 2025-26 to reflect changes in the Plaza Use Permit program (amend TRN 3.450),Updates the FY 2025-26 transportation fee schedule to reflect changes to the Plaza Use Permit program.,Ordinance,Passed,Transportation; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/8,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent
2025-10-08,2025-365,Establish a charge to fund City payment of the Flood Safety Benefit Fee to the Urban Flood Safety and Water Quality District,Creates a charge to fund the City's payment of the Flood Safety Benefit Fee to the Urban Flood Safety and Water Quality District.,Ordinance,Passed as amended,Utilities; Budget & Taxes,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/8,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent
2025-10-08,2025-330,"Authorize Bureau of Transportation to acquire certain temporary rights necessary for construction of the NE Shaver Sidewalk, 102nd to 115th Avenue Project, through the exercise of the City’s Eminent Domain Authority",Authorizes the Bureau of Transportation to use eminent domain for temporary rights needed for the NE Shaver sidewalk project from 102nd to 115th Ave.,Emergency ordinance,Passed as amended,Transportation,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/8,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Absent
2025-10-08,2025-370,Require City Administrator to develop a plan that establishes a storefront support program,Requires the City Administrator to develop a plan for a storefront support program.,Resolution,Adopted as amended,Economic Development,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/8,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-10-01,2025-361,Adopt the Public Street Plaza Program Framework to support the creation of a permanent Public Street Plaza Program,Adopts a framework for creating a permanent Public Street Plaza Program.,Resolution,Adopted,Transportation; Parks & Recreation,Not specified in agenda,https://www.portland.gov/council/agenda/2025/10/1,Absent,Yea,Absent,Yea,Yea,Yea,Absent,Yea,Absent,Yea,Absent,Yea
2025-09-24,2025-314,"Amend City Code to reduce permit submittal requirements and temporarily suspend City-imposed development upgrade requirements (amend Code Chapters 11.50, 11.60, 24.85, and 33.258, and allow exception to Code Subsection 17.88.020 B.)",Reduces permit application requirements and temporarily suspends City-imposed upgrade requirements on new development.,Ordinance,Passed,Land Use & Planning; Housing,Not specified in agenda,https://www.portland.gov/council/agenda/2025/9/24,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-09-24,2025-349,"​​Approve Comprehensive Plan Map, Zone Map, and Title 33 amendments as proposed in Portland-Gresham Urban Service Boundary Amendments Project​","Approves Comprehensive Plan, zoning map and zoning code changes from the Portland-Gresham Urban Service Boundary Amendments Project.",Ordinance,Passed,Land Use & Planning,Pleasant Valley,https://www.portland.gov/council/agenda/2025/9/24,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-09-24,2025-350,​​Direct City Administrator to approve Portland-Gresham Urban Services Intergovernmental Agreement,Directs the City Administrator to approve the Portland-Gresham Urban Services intergovernmental agreement.,Ordinance,Passed,Land Use & Planning; Government Operations,Pleasant Valley,https://www.portland.gov/council/agenda/2025/9/24,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-09-24,2025-301,Amend Parking Space Reservation Code to allow for flexibility in the distribution of responsibilities (amend Code Section 16.20.460),Changes the Parking Space Reservation code to allow more flexibility in who handles which responsibilities.,Ordinance,Passed,Transportation,Not specified in agenda,https://www.portland.gov/council/agenda/2025/9/24,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-09-24,2025-310,Amend Small Donor Elections Code to adopt the recommendations of the Portland Elections Commission (amend Code Chapter 2.16),Updates the Small Donor Elections code to adopt the Portland Elections Commission's recommendations.,Ordinance,Passed,Government Transparency,Not specified in agenda,https://www.portland.gov/council/agenda/2025/9/24,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
2025-09-17,2025-204,Reaffirm Council commitment to the Vision Zero Action Plan and convene a cross-bureau Vision Zero Task Force,Reaffirms Council's commitment to the Vision Zero Action Plan and creates a cross-bureau Vision Zero Task Force.,Resolution,Adopted as amended,Transportation; Public Safety,Not specified in agenda,https://www.portland.gov/council/agenda/2025/9/17,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
